,Region,Total_Amount,TRF,Opportunity_Owner,Delivery_Year,Delivery_Quarter,"Pricing, Delivery_Terms_Approved","Pricing, Delivery_Terms_Quote_Appr",Decision,Promedio_Region_Por_Quarter,Promedio_Owner_Por_Year_And_Quarter,Lag_1,Delta
10793,EMEA,13.859646515239081,3,Person_Name_41,2018,Q1,0,1,1,13.892823535362705,15.325232585272737,14.560011368174894,17.38412280133354
10837,EMEA,11.015521861535879,0,Person_Name_41,2018,Q1,1,1,1,13.892823535362705,15.325232585272737,14.560011368174894,17.38412280133354
11009,EMEA,13.009033692096825,1,Person_Name_41,2018,Q1,1,1,0,13.892823535362705,15.325232585272737,14.560011368174894,17.38412280133354
11151,EMEA,11.25238519850652,0,Person_Name_41,2018,Q1,0,1,1,13.892823535362705,15.325232585272737,14.560011368174894,17.38412280133354
11241,EMEA,-1.7401162360762166,0,Person_Name_41,2018,Q1,0,1,1,13.892823535362705,15.325232585272737,14.560011368174894,17.38412280133354
11320,EMEA,11.893414587008216,0,Person_Name_41,2018,Q1,1,1,1,13.892823535362705,15.325232585272737,14.560011368174894,17.38412280133354
12056,EMEA,12.758491166594501,1,Person_Name_41,2018,Q1,1,1,0,13.892823535362705,15.325232585272737,14.560011368174894,17.38412280133354
12095,EMEA,12.087182896129491,0,Person_Name_41,2018,Q1,1,1,0,13.892823535362705,15.325232585272737,14.560011368174894,17.38412280133354
12096,EMEA,12.01014443667994,0,Person_Name_41,2018,Q1,1,1,0,13.892823535362705,15.325232585272737,14.560011368174894,17.38412280133354
12412,EMEA,12.953463840942014,1,Person_Name_41,2018,Q1,1,1,1,13.892823535362705,15.325232585272737,14.560011368174894,17.38412280133354
1659,Japan,15.432916640047551,13,Person_Name_41,2018,Q2,0,1,0,11.299715908543709,14.538172596136135,15.325232585272737,17.235912129215038
1660,Japan,15.418527902595452,12,Person_Name_41,2018,Q2,0,1,0,11.299715908543709,14.538172596136135,15.325232585272737,17.235912129215038
1663,Japan,15.741217999702068,14,Person_Name_41,2018,Q2,0,1,0,11.299715908543709,14.538172596136135,15.325232585272737,17.235912129215038
1664,Japan,15.726829262249968,14,Person_Name_41,2018,Q2,0,1,0,11.299715908543709,14.538172596136135,15.325232585272737,17.235912129215038
11324,EMEA,15.115757327504134,9,Person_Name_41,2018,Q2,1,1,0,13.912927174883757,14.538172596136135,15.325232585272737,17.235912129215038
11325,EMEA,13.101226815813261,1,Person_Name_41,2018,Q2,1,1,0,13.912927174883757,14.538172596136135,15.325232585272737,17.235912129215038
12055,EMEA,12.707197872206951,1,Person_Name_41,2018,Q2,1,1,0,13.912927174883757,14.538172596136135,15.325232585272737,17.235912129215038
12308,EMEA,12.175692043203421,0,Person_Name_41,2018,Q2,0,1,1,13.912927174883757,14.538172596136135,15.325232585272737,17.235912129215038
12309,EMEA,12.590373826333606,1,Person_Name_41,2018,Q2,0,1,1,13.912927174883757,14.538172596136135,15.325232585272737,17.235912129215038
12643,EMEA,15.731040104692836,17,Person_Name_41,2018,Q2,1,1,0,13.912927174883757,14.538172596136135,15.325232585272737,17.235912129215038
12644,EMEA,15.700714774977923,17,Person_Name_41,2018,Q2,1,1,0,13.912927174883757,14.538172596136135,15.325232585272737,17.235912129215038
12785,EMEA,12.65736130748183,1,Person_Name_41,2018,Q2,0,1,1,13.912927174883757,14.538172596136135,15.325232585272737,17.235912129215038
12839,EMEA,14.629256805440084,6,Person_Name_41,2018,Q2,1,1,0,13.912927174883757,14.538172596136135,15.325232585272737,17.235912129215038
12879,Middle East,13.844200050426704,3,Person_Name_41,2018,Q2,1,1,0,13.586214510738229,14.538172596136135,15.325232585272737,17.235912129215038
12947,EMEA,14.021804345985021,3,Person_Name_41,2018,Q2,1,1,0,13.912927174883757,14.538172596136135,15.325232585272737,17.235912129215038
12948,EMEA,14.021804345985021,3,Person_Name_41,2018,Q2,1,1,0,13.912927174883757,14.538172596136135,15.325232585272737,17.235912129215038
13022,EMEA,10.853724285698066,0,Person_Name_41,2018,Q2,1,1,0,13.912927174883757,14.538172596136135,15.325232585272737,17.235912129215038
13023,EMEA,12.066555373220853,0,Person_Name_41,2018,Q2,1,1,0,13.912927174883757,14.538172596136135,15.325232585272737,17.235912129215038
13167,EMEA,14.392522732957431,5,Person_Name_41,2018,Q2,1,1,0,13.912927174883757,14.538172596136135,15.325232585272737,17.235912129215038
13247,EMEA,12.512815572070636,1,Person_Name_41,2018,Q2,0,1,1,13.912927174883757,14.538172596136135,15.325232585272737,17.235912129215038
13260,EMEA,12.114134150203988,0,Person_Name_41,2018,Q2,0,1,1,13.912927174883757,14.538172596136135,15.325232585272737,17.235912129215038
13261,EMEA,13.205962752630581,1,Person_Name_41,2018,Q2,0,1,1,13.912927174883757,14.538172596136135,15.325232585272737,17.235912129215038
13475,Middle East,11.20026740644827,0,Person_Name_41,2018,Q2,1,1,0,13.586214510738229,14.538172596136135,15.325232585272737,17.235912129215038
13609,Middle East,11.20026740644827,0,Person_Name_41,2018,Q2,1,1,1,13.586214510738229,14.538172596136135,15.325232585272737,17.235912129215038
13758,EMEA,12.623616881351179,1,Person_Name_41,2018,Q2,1,1,0,13.912927174883757,14.538172596136135,15.325232585272737,17.235912129215038
1661,Japan,15.662290741112397,13,Person_Name_41,2018,Q3,0,1,0,11.464493582729249,14.937263233682165,14.538172596136135,17.343563109206077
1662,Japan,15.676679478564497,13,Person_Name_41,2018,Q3,0,1,0,11.464493582729249,14.937263233682165,14.538172596136135,17.343563109206077
11323,EMEA,14.354787550605428,4,Person_Name_41,2018,Q3,1,1,0,13.895475038093599,14.937263233682165,14.538172596136135,17.343563109206077
11605,EMEA,12.994680562742012,1,Person_Name_41,2018,Q3,0,0,0,13.895475038093599,14.937263233682165,14.538172596136135,17.343563109206077
12641,EMEA,16.48485371396318,38,Person_Name_41,2018,Q3,1,1,0,13.895475038093599,14.937263233682165,14.538172596136135,17.343563109206077
12642,EMEA,16.461054970527417,37,Person_Name_41,2018,Q3,1,1,0,13.895475038093599,14.937263233682165,14.538172596136135,17.343563109206077
12823,EMEA,12.628992037497918,1,Person_Name_41,2018,Q3,1,1,0,13.895475038093599,14.937263233682165,14.538172596136135,17.343563109206077
12946,EMEA,13.780642289168133,2,Person_Name_41,2018,Q3,1,1,0,13.895475038093599,14.937263233682165,14.538172596136135,17.343563109206077
13259,EMEA,13.030072086166916,1,Person_Name_41,2018,Q3,0,1,1,13.895475038093599,14.937263233682165,14.538172596136135,17.343563109206077
14347,Middle East,11.320233521111847,0,Person_Name_41,2018,Q3,1,1,1,12.65431201676389,14.937263233682165,14.538172596136135,17.343563109206077
14348,Middle East,11.02841714952161,0,Person_Name_41,2018,Q3,1,1,1,12.65431201676389,14.937263233682165,14.538172596136135,17.343563109206077
14588,EMEA,12.973276654078857,1,Person_Name_41,2018,Q3,0,0,1,13.895475038093599,14.937263233682165,14.538172596136135,17.343563109206077
14594,EMEA,14.88442044033027,10,Person_Name_41,2018,Q3,1,1,0,13.895475038093599,14.937263233682165,14.538172596136135,17.343563109206077
14595,EMEA,15.58245209424969,20,Person_Name_41,2018,Q3,1,1,0,13.895475038093599,14.937263233682165,14.538172596136135,17.343563109206077
14624,EMEA,11.37042756452277,0,Person_Name_41,2018,Q3,0,0,1,13.895475038093599,14.937263233682165,14.538172596136135,17.343563109206077
14625,EMEA,11.338295253798929,0,Person_Name_41,2018,Q3,0,0,1,13.895475038093599,14.937263233682165,14.538172596136135,17.343563109206077
14849,EMEA,12.391344947091655,1,Person_Name_41,2018,Q3,1,1,1,13.895475038093599,14.937263233682165,14.538172596136135,17.343563109206077
14850,EMEA,12.73317335861021,1,Person_Name_41,2018,Q3,1,1,1,13.895475038093599,14.937263233682165,14.538172596136135,17.343563109206077
1000,APAC,16.07383964195378,27,Person_Name_41,2018,Q4,0,1,0,14.012658972914792,16.073853752728063,14.937263233682165,17.4929308777935
1001,APAC,16.07386786330323,27,Person_Name_41,2018,Q4,0,1,0,14.012658972914792,16.073853752728063,14.937263233682165,17.4929308777935
12006,EMEA,11.40287099994897,0,Person_Name_42,2018,Q2,0,0,0,13.912927174883757,11.320530185036304,,17.315942365271013
12007,EMEA,11.40287099994897,0,Person_Name_42,2018,Q2,0,0,0,13.912927174883757,11.320530185036304,,17.315942365271013
12916,EMEA,9.194596586426165,0,Person_Name_42,2018,Q2,0,0,0,13.912927174883757,11.320530185036304,,17.315942365271013
12917,EMEA,11.089440851358885,0,Person_Name_42,2018,Q2,0,0,0,13.912927174883757,11.320530185036304,,17.315942365271013
12918,EMEA,9.933651754010842,0,Person_Name_42,2018,Q2,0,0,0,13.912927174883757,11.320530185036304,,17.315942365271013
13248,EMEA,11.666764210436737,0,Person_Name_42,2018,Q2,1,1,0,13.912927174883757,11.320530185036304,,17.315942365271013
13249,EMEA,12.13224713348084,0,Person_Name_42,2018,Q2,1,1,0,13.912927174883757,11.320530185036304,,17.315942365271013
13490,EMEA,11.700700872446646,0,Person_Name_42,2018,Q3,1,1,1,13.895475038093599,11.061513730379616,11.320530185036304,17.312879301898437
14437,EMEA,11.122072145329293,0,Person_Name_42,2018,Q3,0,0,1,13.895475038093599,11.061513730379616,11.320530185036304,17.312879301898437
14438,EMEA,7.90632621347002,0,Person_Name_42,2018,Q3,0,0,1,13.895475038093599,11.061513730379616,11.320530185036304,17.312879301898437
14231,EMEA,10.245413639839805,0,Person_Name_42,2018,Q4,1,1,1,13.74364672796753,11.255834897584778,11.061513730379616,17.313862279285814
14232,EMEA,9.599348300532254,0,Person_Name_42,2018,Q4,1,1,1,13.74364672796753,11.255834897584778,11.061513730379616,17.313862279285814
14233,EMEA,9.884171696747472,0,Person_Name_42,2018,Q4,1,1,1,13.74364672796753,11.255834897584778,11.061513730379616,17.313862279285814
14234,EMEA,10.905822944279453,0,Person_Name_42,2018,Q4,1,1,1,13.74364672796753,11.255834897584778,11.061513730379616,17.313862279285814
14235,EMEA,10.905822944279453,0,Person_Name_42,2018,Q4,1,1,1,13.74364672796753,11.255834897584778,11.061513730379616,17.313862279285814
14236,EMEA,10.905822944279453,0,Person_Name_42,2018,Q4,1,1,1,13.74364672796753,11.255834897584778,11.061513730379616,17.313862279285814
14914,EMEA,12.534968755643254,1,Person_Name_42,2018,Q4,0,0,0,13.74364672796753,11.255834897584778,11.061513730379616,17.313862279285814
15914,EMEA,11.079681523036411,0,Person_Name_42,2018,Q4,1,1,1,13.74364672796753,11.255834897584778,11.061513730379616,17.313862279285814
16022,EMEA,11.753810697760596,0,Person_Name_42,2018,Q4,1,1,1,13.74364672796753,11.255834897584778,11.061513730379616,17.313862279285814
16190,APAC,13.999513200940713,2,Person_Name_43,2016,Q1,1,1,0,14.255778718898966,13.737148936473222,,17.34104387200668
16194,APAC,13.38047399253449,1,Person_Name_43,2016,Q1,1,1,0,14.255778718898966,13.737148936473222,,17.34104387200668
2284,APAC,10.662773535600119,0,Person_Name_43,2016,Q2,1,1,0,13.802682876290445,12.487560573818627,13.737148936473222,17.29328762626605
16191,APAC,13.0966454893987,1,Person_Name_43,2016,Q2,0,1,0,13.802682876290445,12.487560573818627,13.737148936473222,17.29328762626605
16192,APAC,13.776889265122737,2,Person_Name_43,2016,Q3,0,1,0,13.967495859036921,13.879258297766686,12.487560573818627,17.33739224312474
16196,APAC,13.972114226752598,2,Person_Name_43,2016,Q3,0,1,0,13.967495859036921,13.879258297766686,12.487560573818627,17.33739224312474
16193,APAC,14.269365750220532,3,Person_Name_43,2016,Q4,0,1,0,14.012658972914792,14.324935601375342,13.879258297766686,17.331397810302526
16197,APAC,14.377579334860764,3,Person_Name_43,2016,Q4,1,1,1,14.012658972914792,14.324935601375342,13.879258297766686,17.331397810302526
2951,APAC,13.428582570854521,2,Person_Name_43,2017,Q1,0,1,0,14.255778718898966,12.97901807392627,14.324935601375342,17.275484576811678
5437,APAC,12.838195124252344,1,Person_Name_43,2017,Q1,0,0,0,14.255778718898966,12.97901807392627,14.324935601375342,17.275484576811678
5438,APAC,13.029589977251973,1,Person_Name_43,2017,Q1,0,0,0,14.255778718898966,12.97901807392627,14.324935601375342,17.275484576811678
5439,APAC,13.061338675566555,1,Person_Name_43,2017,Q1,0,0,0,14.255778718898966,12.97901807392627,14.324935601375342,17.275484576811678
5440,APAC,12.858495483051803,1,Person_Name_43,2017,Q1,1,1,0,14.255778718898966,12.97901807392627,14.324935601375342,17.275484576811678
5441,APAC,13.212986225175694,1,Person_Name_43,2017,Q1,1,1,0,14.255778718898966,12.97901807392627,14.324935601375342,17.275484576811678
5442,APAC,13.597832046081123,2,Person_Name_43,2017,Q1,1,1,0,14.255778718898966,12.97901807392627,14.324935601375342,17.275484576811678
5443,APAC,13.195286648076292,1,Person_Name_43,2017,Q1,1,1,0,14.255778718898966,12.97901807392627,14.324935601375342,17.275484576811678
5444,APAC,13.195286648076292,1,Person_Name_43,2017,Q1,1,1,0,14.255778718898966,12.97901807392627,14.324935601375342,17.275484576811678
5445,APAC,13.195286648076292,1,Person_Name_43,2017,Q1,1,1,0,14.255778718898966,12.97901807392627,14.324935601375342,17.275484576811678
5460,APAC,11.942523679580924,0,Person_Name_43,2017,Q1,1,1,0,14.255778718898966,12.97901807392627,14.324935601375342,17.275484576811678
5461,APAC,12.63567086014087,1,Person_Name_43,2017,Q1,1,1,0,14.255778718898966,12.97901807392627,14.324935601375342,17.275484576811678
5462,APAC,13.041135968249035,1,Person_Name_43,2017,Q1,1,1,0,14.255778718898966,12.97901807392627,14.324935601375342,17.275484576811678
5463,APAC,12.89292002394159,1,Person_Name_43,2017,Q1,1,1,0,14.255778718898966,12.97901807392627,14.324935601375342,17.275484576811678
5464,APAC,12.89292002394159,1,Person_Name_43,2017,Q1,1,1,0,14.255778718898966,12.97901807392627,14.324935601375342,17.275484576811678
5465,APAC,12.89292002394159,1,Person_Name_43,2017,Q1,1,1,0,14.255778718898966,12.97901807392627,14.324935601375342,17.275484576811678
5466,APAC,12.0967763950187,0,Person_Name_43,2017,Q1,1,1,0,14.255778718898966,12.97901807392627,14.324935601375342,17.275484576811678
5467,APAC,12.399496344835022,1,Person_Name_43,2017,Q1,1,1,0,14.255778718898966,12.97901807392627,14.324935601375342,17.275484576811678
5468,APAC,12.804961452943186,1,Person_Name_43,2017,Q1,1,1,0,14.255778718898966,12.97901807392627,14.324935601375342,17.275484576811678
1617,APAC,11.580341093262826,0,Person_Name_43,2017,Q2,0,0,0,13.802682876290445,13.108313701305011,12.97901807392627,17.315256909378068
2950,APAC,13.428582570854521,2,Person_Name_43,2017,Q2,1,1,0,13.802682876290445,13.108313701305011,12.97901807392627,17.315256909378068
5332,APAC,12.84723129007811,1,Person_Name_43,2017,Q2,1,1,0,13.802682876290445,13.108313701305011,12.97901807392627,17.315256909378068
5333,APAC,13.946513820058174,3,Person_Name_43,2017,Q2,1,1,0,13.802682876290445,13.108313701305011,12.97901807392627,17.315256909378068
5929,APAC,11.97854449589814,0,Person_Name_43,2017,Q2,0,0,0,13.802682876290445,13.108313701305011,12.97901807392627,17.315256909378068
1616,APAC,13.141975986648221,2,Person_Name_43,2017,Q3,0,1,0,13.967495859036921,15.625452348526833,13.108313701305011,17.47042787098621
1618,APAC,14.24647536751311,5,Person_Name_43,2017,Q3,0,1,0,13.967495859036921,15.625452348526833,13.108313701305011,17.47042787098621
1651,APAC,12.086305799672903,0,Person_Name_43,2017,Q3,0,0,0,13.967495859036921,15.625452348526833,13.108313701305011,17.47042787098621
1652,APAC,12.086305799672903,0,Person_Name_43,2017,Q3,0,0,0,13.967495859036921,15.625452348526833,13.108313701305011,17.47042787098621
1714,APAC,11.849772631296515,0,Person_Name_43,2017,Q3,0,1,0,13.967495859036921,15.625452348526833,13.108313701305011,17.47042787098621
3867,APAC,16.94615826591495,52,Person_Name_43,2017,Q3,0,1,0,13.967495859036921,15.625452348526833,13.108313701305011,17.47042787098621
5334,APAC,16.10586921173467,26,Person_Name_43,2017,Q3,0,1,0,13.967495859036921,15.625452348526833,13.108313701305011,17.47042787098621
5395,APAC,15.698141050322434,18,Person_Name_43,2017,Q3,1,1,0,13.967495859036921,15.625452348526833,13.108313701305011,17.47042787098621
5396,APAC,16.54289549914273,42,Person_Name_43,2017,Q3,1,1,0,13.967495859036921,15.625452348526833,13.108313701305011,17.47042787098621
5927,APAC,12.086505863694057,0,Person_Name_43,2017,Q3,0,0,0,13.967495859036921,15.625452348526833,13.108313701305011,17.47042787098621
6907,APAC,15.535409673404814,16,Person_Name_43,2017,Q3,0,1,0,13.967495859036921,15.625452348526833,13.108313701305011,17.47042787098621
6908,APAC,16.982332627156996,68,Person_Name_43,2017,Q3,0,1,0,13.967495859036921,15.625452348526833,13.108313701305011,17.47042787098621
7879,APAC,15.0824751613071,10,Person_Name_43,2017,Q3,1,1,0,13.967495859036921,15.625452348526833,13.108313701305011,17.47042787098621
7880,APAC,15.082466161419598,10,Person_Name_43,2017,Q3,1,1,0,13.967495859036921,15.625452348526833,13.108313701305011,17.47042787098621
8355,APAC,12.568212628899964,1,Person_Name_43,2017,Q3,0,0,0,13.967495859036921,15.625452348526833,13.108313701305011,17.47042787098621
9283,APAC,15.125541934250034,10,Person_Name_43,2017,Q3,1,1,0,13.967495859036921,15.625452348526833,13.108313701305011,17.47042787098621
1422,APAC,17.798864619194664,150,Person_Name_43,2017,Q4,1,1,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
1502,APAC,12.767386990101178,1,Person_Name_43,2017,Q4,0,1,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
1510,APAC,15.569052814364131,25,Person_Name_43,2017,Q4,0,1,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
1555,APAC,17.593773820126447,122,Person_Name_43,2017,Q4,0,1,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
1581,APAC,16.152493744336763,30,Person_Name_43,2017,Q4,0,1,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
1582,APAC,16.15249107765765,30,Person_Name_43,2017,Q4,0,1,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
1620,APAC,14.474599365932091,5,Person_Name_43,2017,Q4,0,0,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
1621,APAC,12.850854609117835,1,Person_Name_43,2017,Q4,0,0,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
1622,APAC,13.256086426661545,2,Person_Name_43,2017,Q4,0,0,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
5928,APAC,12.34097824974328,1,Person_Name_43,2017,Q4,0,0,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
6086,APAC,16.06682235637077,25,Person_Name_43,2017,Q4,0,1,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
6232,APAC,17.75027608066035,165,Person_Name_43,2017,Q4,0,1,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
6233,APAC,17.735887343208248,163,Person_Name_43,2017,Q4,0,1,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
6651,APAC,14.873294602092598,8,Person_Name_43,2017,Q4,0,1,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
6652,APAC,16.25959927572377,32,Person_Name_43,2017,Q4,0,1,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
6913,APAC,15.830405978477659,25,Person_Name_43,2017,Q4,0,1,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
6914,APAC,15.830405578474538,25,Person_Name_43,2017,Q4,0,1,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
6915,APAC,17.11134692396848,90,Person_Name_43,2017,Q4,0,1,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
6916,APAC,17.111344090629714,90,Person_Name_43,2017,Q4,0,1,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
7374,APAC,14.55504501807734,5,Person_Name_43,2017,Q4,1,1,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
7375,APAC,14.560775692786326,5,Person_Name_43,2017,Q4,1,1,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
8222,APAC,13.185378175765738,2,Person_Name_43,2017,Q4,1,1,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
8223,APAC,13.18539150847688,2,Person_Name_43,2017,Q4,1,1,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
9082,APAC,15.153156746958386,10,Person_Name_43,2017,Q4,1,1,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
9204,APAC,11.130317139004992,0,Person_Name_43,2017,Q4,1,1,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
9205,APAC,11.130317139004992,0,Person_Name_43,2017,Q4,1,1,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
9206,APAC,11.130317139004992,0,Person_Name_43,2017,Q4,1,1,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
9207,APAC,11.130317139004992,0,Person_Name_43,2017,Q4,1,1,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
9208,APAC,11.130317139004992,0,Person_Name_43,2017,Q4,1,1,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
9210,APAC,11.130317139004992,0,Person_Name_43,2017,Q4,1,1,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
9211,APAC,11.130317139004992,0,Person_Name_43,2017,Q4,1,1,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
9212,APAC,11.130317139004992,0,Person_Name_43,2017,Q4,1,1,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
9235,APAC,10.642921767047387,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
9236,APAC,10.642921767047387,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
9237,APAC,10.642921767047387,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
9238,APAC,10.642921767047387,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
9272,APAC,14.46049244158459,5,Person_Name_43,2017,Q4,0,0,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
9284,APAC,13.054940701086895,1,Person_Name_43,2017,Q4,0,0,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
9285,APAC,15.024948401721268,8,Person_Name_43,2017,Q4,0,1,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
9286,APAC,12.591335046320818,1,Person_Name_43,2017,Q4,0,0,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
9452,APAC,15.068773401501293,10,Person_Name_43,2017,Q4,0,1,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
9453,APAC,14.335303851712526,5,Person_Name_43,2017,Q4,1,1,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10023,APAC,11.353601426368973,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10024,APAC,11.353601426368973,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10025,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10026,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10027,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10028,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10029,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10030,APAC,11.382588963242226,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10031,APAC,11.23598548905035,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10032,APAC,11.23598548905035,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10033,APAC,11.23598548905035,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10034,APAC,11.23598548905035,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10035,APAC,11.23598548905035,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10036,APAC,11.23598548905035,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10037,APAC,11.23598548905035,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10038,APAC,11.23598548905035,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10039,APAC,11.23598548905035,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10040,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10041,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10042,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10043,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10044,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10045,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10046,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10047,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10048,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10049,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10050,APAC,11.23598548905035,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10051,APAC,11.23598548905035,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10052,APAC,11.23598548905035,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10053,APAC,11.181918267780073,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10054,APAC,11.181918267780073,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10379,APAC,11.256005354168488,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
