,Region,Total_Amount,Años en entregar,Month Created,Product_Name,Opportunity_Owner,Delivery_Year,Delivery_Quarter,"Pricing, Delivery_Terms_Approved","Pricing, Delivery_Terms_Quote_Appr",Decision,Promedio_Region_Por_Quarter,Promedio_Owner_Por_Year_And_Quarter,Lag_1,Delta
695,EMEA,2.3150578276784404,0,4,Product_Name_100,Person_Name_4,2016,Q2,0,0,1,2.4867979215085256,2.6287757766511946,2.5548201600593803,2.2677867194203953
703,EMEA,2.8469405526612466,0,5,Product_Name_99,Person_Name_4,2016,Q2,1,1,0,2.4867979215085256,2.6287757766511946,2.5548201600593803,2.2677867194203953
734,EMEA,2.3981982166794977,0,4,Product_Name_80,Person_Name_4,2016,Q2,1,1,1,2.4867979215085256,2.6287757766511946,2.5548201600593803,2.2677867194203953
737,EMEA,2.603256755974009,0,4,Product_Name_100,Person_Name_4,2016,Q2,1,1,0,2.4867979215085256,2.6287757766511946,2.5548201600593803,2.2677867194203953
765,EMEA,2.549061687775142,0,5,Product_Name_85,Person_Name_4,2016,Q2,1,1,1,2.4867979215085256,2.6287757766511946,2.5548201600593803,2.2677867194203953
4602,EMEA,2.8150620699650597,1,11,Product_Name_83,Person_Name_4,2016,Q2,1,1,0,2.4867979215085256,2.6287757766511946,2.5548201600593803,2.2677867194203953
8043,Americas,2.8426287256937384,1,10,Product_Name_84,Person_Name_4,2016,Q2,0,1,0,2.5335181947286576,2.6287757766511946,2.5548201600593803,2.2677867194203953
8044,Americas,2.8426360028802073,1,10,Product_Name_99,Person_Name_4,2016,Q2,0,1,0,2.5335181947286576,2.6287757766511946,2.5548201600593803,2.2677867194203953
13409,APAC,2.9358951697331617,2,3,Product_Name_98,Person_Name_4,2016,Q2,1,1,0,2.4376208909034154,2.6287757766511946,2.5548201600593803,2.2677867194203953
87,EMEA,2.820458536738462,0,1,Product_Name_110,Person_Name_4,2016,Q3,1,1,1,2.4997765226129656,2.595958440510949,2.6287757766511946,2.1069142268154173
647,EMEA,2.845746552545612,0,3,Product_Name_99,Person_Name_4,2016,Q3,0,0,0,2.4997765226129656,2.595958440510949,2.6287757766511946,2.1069142268154173
652,EMEA,2.8852225518855663,0,3,Product_Name_99,Person_Name_4,2016,Q3,0,0,0,2.4997765226129656,2.595958440510949,2.6287757766511946,2.1069142268154173
718,EMEA,2.8896833756164844,0,5,Product_Name_99,Person_Name_4,2016,Q3,1,1,0,2.4997765226129656,2.595958440510949,2.6287757766511946,2.1069142268154173
824,EMEA,2.8865892538869433,0,6,Product_Name_166,Person_Name_4,2016,Q3,1,1,1,2.4997765226129656,2.595958440510949,2.6287757766511946,2.1069142268154173
839,EMEA,2.867809242708895,0,6,Product_Name_99,Person_Name_4,2016,Q3,1,1,0,2.4997765226129656,2.595958440510949,2.6287757766511946,2.1069142268154173
841,EMEA,2.960327925116511,0,6,Product_Name_109,Person_Name_4,2016,Q3,1,1,0,2.4997765226129656,2.595958440510949,2.6287757766511946,2.1069142268154173
845,EMEA,2.877535715113627,0,6,Product_Name_99,Person_Name_4,2016,Q3,0,0,0,2.4997765226129656,2.595958440510949,2.6287757766511946,2.1069142268154173
858,EMEA,2.795184813600146,0,6,Product_Name_108,Person_Name_4,2016,Q3,1,1,0,2.4997765226129656,2.595958440510949,2.6287757766511946,2.1069142268154173
859,EMEA,2.7762505635003594,0,6,Product_Name_107,Person_Name_4,2016,Q3,1,1,0,2.4997765226129656,2.595958440510949,2.6287757766511946,2.1069142268154173
868,EMEA,2.7281281672631845,0,6,Product_Name_100,Person_Name_4,2016,Q3,1,1,0,2.4997765226129656,2.595958440510949,2.6287757766511946,2.1069142268154173
890,EMEA,2.702184647419841,0,7,Product_Name_85,Person_Name_4,2016,Q3,0,1,1,2.4997765226129656,2.595958440510949,2.6287757766511946,2.1069142268154173
901,EMEA,2.6956476381656573,0,7,Product_Name_85,Person_Name_4,2016,Q3,1,1,0,2.4997765226129656,2.595958440510949,2.6287757766511946,2.1069142268154173
902,EMEA,2.7501123755822485,0,7,Product_Name_82,Person_Name_4,2016,Q3,1,1,0,2.4997765226129656,2.595958440510949,2.6287757766511946,2.1069142268154173
904,EMEA,2.4541945450005733,0,7,Product_Name_62,Person_Name_4,2016,Q3,0,0,1,2.4997765226129656,2.595958440510949,2.6287757766511946,2.1069142268154173
913,EMEA,2.883239849087013,0,7,Product_Name_99,Person_Name_4,2016,Q3,1,1,0,2.4997765226129656,2.595958440510949,2.6287757766511946,2.1069142268154173
950,EMEA,2.6688899054054978,0,7,Product_Name_100,Person_Name_4,2016,Q3,0,0,0,2.4997765226129656,2.595958440510949,2.6287757766511946,2.1069142268154173
951,EMEA,2.936030357044121,0,7,Product_Name_109,Person_Name_4,2016,Q3,1,1,0,2.4997765226129656,2.595958440510949,2.6287757766511946,2.1069142268154173
953,EMEA,2.5617760741499698,0,7,Product_Name_85,Person_Name_4,2016,Q3,0,0,0,2.4997765226129656,2.595958440510949,2.6287757766511946,2.1069142268154173
963,EMEA,2.8433303223768585,0,7,Product_Name_99,Person_Name_4,2016,Q3,1,1,0,2.4997765226129656,2.595958440510949,2.6287757766511946,2.1069142268154173
964,EMEA,2.8623201540188656,0,7,Product_Name_99,Person_Name_4,2016,Q3,1,1,0,2.4997765226129656,2.595958440510949,2.6287757766511946,2.1069142268154173
1036,EMEA,2.8405589102624424,0,8,Product_Name_110,Person_Name_4,2016,Q3,1,1,0,2.4997765226129656,2.595958440510949,2.6287757766511946,2.1069142268154173
1037,EMEA,2.553296938771244,0,8,Product_Name_167,Person_Name_4,2016,Q3,1,1,1,2.4997765226129656,2.595958440510949,2.6287757766511946,2.1069142268154173
1068,EMEA,2.698149897151571,0,8,Product_Name_100,Person_Name_4,2016,Q3,1,1,1,2.4997765226129656,2.595958440510949,2.6287757766511946,2.1069142268154173
1075,EMEA,2.592281883938657,0,8,Product_Name_167,Person_Name_4,2016,Q3,1,1,1,2.4997765226129656,2.595958440510949,2.6287757766511946,2.1069142268154173
1123,EMEA,2.605373138734057,0,9,Product_Name_111,Person_Name_4,2016,Q3,1,1,1,2.4997765226129656,2.595958440510949,2.6287757766511946,2.1069142268154173
1139,EMEA,2.666273926484192,0,9,Product_Name_167,Person_Name_4,2016,Q3,1,1,1,2.4997765226129656,2.595958440510949,2.6287757766511946,2.1069142268154173
4507,EMEA,2.805642959525962,1,6,Product_Name_108,Person_Name_4,2016,Q3,1,1,0,2.4997765226129656,2.595958440510949,2.6287757766511946,2.1069142268154173
4508,EMEA,2.9653045790304797,1,6,Product_Name_98,Person_Name_4,2016,Q3,1,1,0,2.4997765226129656,2.595958440510949,2.6287757766511946,2.1069142268154173
10513,APAC,2.7991724232240474,0,4,Product_Name_97,Person_Name_4,2016,Q3,1,1,0,2.4008403866939045,2.595958440510949,2.6287757766511946,2.1069142268154173
75,EMEA,2.7810320466301284,0,1,Product_Name_96,Person_Name_4,2016,Q4,1,1,0,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
90,EMEA,2.8503474983617405,0,1,Product_Name_99,Person_Name_4,2016,Q4,1,1,1,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
91,EMEA,2.850311382397944,0,1,Product_Name_110,Person_Name_4,2016,Q4,1,1,1,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
92,EMEA,2.850311382397944,0,1,Product_Name_110,Person_Name_4,2016,Q4,1,1,1,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
93,EMEA,2.8514483392983565,0,1,Product_Name_110,Person_Name_4,2016,Q4,1,1,1,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
94,EMEA,2.831175816018535,0,1,Product_Name_110,Person_Name_4,2016,Q4,1,1,1,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
114,EMEA,2.808152464597023,0,12,Product_Name_164,Person_Name_4,2016,Q4,1,1,0,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
499,EMEA,2.7693279222170397,0,2,Product_Name_96,Person_Name_4,2016,Q4,1,1,0,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
778,EMEA,2.9040141221908913,0,5,Product_Name_99,Person_Name_4,2016,Q4,0,1,1,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
848,EMEA,2.8441369672976826,0,6,Product_Name_152,Person_Name_4,2016,Q4,1,1,0,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
849,EMEA,2.8434821057074173,0,6,Product_Name_110,Person_Name_4,2016,Q4,1,1,0,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
917,EMEA,2.8958732543011956,0,7,Product_Name_110,Person_Name_4,2016,Q4,0,1,1,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
960,EMEA,2.8958732543011956,0,7,Product_Name_110,Person_Name_4,2016,Q4,0,1,1,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
966,EMEA,2.847455375858667,0,7,Product_Name_166,Person_Name_4,2016,Q4,0,0,1,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
967,EMEA,2.8433788137063414,0,7,Product_Name_110,Person_Name_4,2016,Q4,1,1,0,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
1025,EMEA,2.784577143806767,0,8,Product_Name_150,Person_Name_4,2016,Q4,1,1,0,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
1026,EMEA,2.797658306727397,0,8,Product_Name_83,Person_Name_4,2016,Q4,1,1,0,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
1027,EMEA,2.839800964378037,0,8,Product_Name_110,Person_Name_4,2016,Q4,0,1,1,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
1028,EMEA,2.8505605593420555,0,8,Product_Name_110,Person_Name_4,2016,Q4,1,1,1,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
1029,EMEA,2.8405589102624424,0,8,Product_Name_110,Person_Name_4,2016,Q4,1,1,1,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
1066,EMEA,2.8289657188939263,0,8,Product_Name_152,Person_Name_4,2016,Q4,1,1,0,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
1093,EMEA,2.8450563908582938,0,9,Product_Name_99,Person_Name_4,2016,Q4,1,1,0,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
1094,EMEA,2.8463586272091526,0,9,Product_Name_171,Person_Name_4,2016,Q4,1,1,0,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
1138,EMEA,2.898561189614273,0,9,Product_Name_166,Person_Name_4,2016,Q4,1,1,0,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
1161,EMEA,2.6580328520424366,0,9,Product_Name_100,Person_Name_4,2016,Q4,1,1,1,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
1164,EMEA,2.7629252733716223,0,9,Product_Name_163,Person_Name_4,2016,Q4,1,1,0,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
1170,EMEA,2.606628282512169,0,9,Product_Name_153,Person_Name_4,2016,Q4,1,1,1,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
1221,EMEA,2.805737955630672,0,10,Product_Name_97,Person_Name_4,2016,Q4,1,1,0,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
1222,EMEA,2.772392093173919,0,10,Product_Name_149,Person_Name_4,2016,Q4,0,1,1,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
1223,EMEA,2.6548683371562802,0,10,Product_Name_167,Person_Name_4,2016,Q4,1,1,1,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
1224,EMEA,2.793691463602057,0,10,Product_Name_150,Person_Name_4,2016,Q4,1,1,1,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
1246,EMEA,2.780793361231495,0,10,Product_Name_107,Person_Name_4,2016,Q4,0,0,1,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
1332,EMEA,2.8223976460247266,0,11,Product_Name_99,Person_Name_4,2016,Q4,1,1,0,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
1333,EMEA,2.873053586169247,0,11,Product_Name_166,Person_Name_4,2016,Q4,1,1,0,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
1356,EMEA,2.5002402288138983,0,11,Product_Name_363,Person_Name_4,2016,Q4,1,1,1,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
4559,EMEA,2.919723765204913,1,10,Product_Name_98,Person_Name_4,2016,Q4,1,1,0,2.4911072560836205,2.633426216453155,2.595958440510949,2.217260650404407
88,EMEA,2.810117418747109,1,1,Product_Name_110,Person_Name_4,2017,Q1,1,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
89,EMEA,2.850272350337811,1,1,Product_Name_99,Person_Name_4,2017,Q1,1,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
115,EMEA,2.7641948001590557,1,12,Product_Name_107,Person_Name_4,2017,Q1,1,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
116,EMEA,2.626985549161226,1,12,Product_Name_85,Person_Name_4,2017,Q1,1,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
120,EMEA,2.5910956417641047,0,1,Product_Name_114,Person_Name_4,2017,Q1,0,0,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
121,EMEA,2.73067642824129,0,1,Other,Person_Name_4,2017,Q1,0,0,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
122,EMEA,2.725710844565912,0,1,Product_Name_197,Person_Name_4,2017,Q1,1,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
163,EMEA,2.73865603280648,0,1,Product_Name_168,Person_Name_4,2017,Q1,1,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
164,EMEA,2.6922741960166565,0,1,Product_Name_100,Person_Name_4,2017,Q1,1,1,0,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
167,EMEA,2.9008612315829985,0,1,Product_Name_130,Person_Name_4,2017,Q1,1,1,0,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
170,EMEA,2.799668312844803,0,1,Product_Name_169,Person_Name_4,2017,Q1,1,1,0,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
173,EMEA,2.7797232464813377,0,1,Product_Name_197,Person_Name_4,2017,Q1,1,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
174,EMEA,2.7443785798756366,0,1,Product_Name_197,Person_Name_4,2017,Q1,0,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
205,EMEA,2.69879400047389,0,1,Product_Name_217,Person_Name_4,2017,Q1,1,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
277,EMEA,2.691169507948897,0,2,Product_Name_167,Person_Name_4,2017,Q1,0,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
278,EMEA,2.6923688480726353,0,2,Product_Name_167,Person_Name_4,2017,Q1,0,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
279,EMEA,2.7166981903892466,0,2,Product_Name_163,Person_Name_4,2017,Q1,0,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
280,EMEA,2.7071326467701673,0,2,Product_Name_167,Person_Name_4,2017,Q1,0,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
291,EMEA,2.6539722791814,0,2,Product_Name_167,Person_Name_4,2017,Q1,1,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
318,EMEA,2.6502608014967213,0,2,Product_Name_167,Person_Name_4,2017,Q1,1,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
329,EMEA,2.706451647078978,0,2,Product_Name_192,Person_Name_4,2017,Q1,1,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
332,EMEA,2.733165875595045,0,2,Product_Name_168,Person_Name_4,2017,Q1,1,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
333,EMEA,2.7516962378789493,0,2,Product_Name_168,Person_Name_4,2017,Q1,1,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
341,EMEA,2.706451647078978,0,2,Product_Name_192,Person_Name_4,2017,Q1,1,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
342,EMEA,2.706451647078978,0,2,Product_Name_192,Person_Name_4,2017,Q1,1,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
363,EMEA,2.888468193992495,0,2,Product_Name_110,Person_Name_4,2017,Q1,1,1,0,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
378,EMEA,2.888468193992495,0,2,Product_Name_110,Person_Name_4,2017,Q1,1,1,0,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
386,EMEA,2.7016773511236414,0,2,Product_Name_226,Person_Name_4,2017,Q1,1,1,0,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
436,EMEA,2.674335927385291,0,3,Product_Name_111,Person_Name_4,2017,Q1,1,1,0,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
892,EMEA,2.654588033309031,1,7,Product_Name_85,Person_Name_4,2017,Q1,0,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
919,EMEA,2.9307158736327916,1,7,Other,Person_Name_4,2017,Q1,1,1,0,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
961,EMEA,2.853109054369707,1,7,Product_Name_110,Person_Name_4,2017,Q1,0,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
965,EMEA,2.8568596260041805,1,7,Product_Name_99,Person_Name_4,2017,Q1,1,1,0,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
1035,EMEA,2.9306991655360846,1,8,Product_Name_170,Person_Name_4,2017,Q1,1,1,0,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
1053,EMEA,2.7771246523737467,1,8,Product_Name_107,Person_Name_4,2017,Q1,0,1,0,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
1069,EMEA,2.781425232627268,1,8,Product_Name_96,Person_Name_4,2017,Q1,1,1,0,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
1220,EMEA,2.754894204146383,1,10,Product_Name_163,Person_Name_4,2017,Q1,0,1,0,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
1314,EMEA,2.923622944535004,1,11,Product_Name_170,Person_Name_4,2017,Q1,1,1,0,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
1362,EMEA,2.736875036107708,1,11,Other,Person_Name_4,2017,Q1,0,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
1375,EMEA,2.89077863129453,1,11,Product_Name_308,Person_Name_4,2017,Q1,1,1,0,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
1390,EMEA,2.88055595602945,1,11,Product_Name_308,Person_Name_4,2017,Q1,1,1,0,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
1391,EMEA,2.78246635344796,1,11,Product_Name_107,Person_Name_4,2017,Q1,1,1,0,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
1392,EMEA,2.737999232768686,1,11,Product_Name_168,Person_Name_4,2017,Q1,1,1,0,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
1408,EMEA,2.85078838879165,1,12,Product_Name_99,Person_Name_4,2017,Q1,1,1,0,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
1461,EMEA,2.7007912868245674,1,12,Product_Name_217,Person_Name_4,2017,Q1,1,1,0,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
1464,EMEA,2.7007912868245674,1,12,Product_Name_217,Person_Name_4,2017,Q1,1,1,0,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
1467,EMEA,2.9984986438395853,1,12,Other,Person_Name_4,2017,Q1,0,1,0,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
1470,EMEA,2.6354959774506,1,12,Product_Name_167,Person_Name_4,2017,Q1,1,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
1474,EMEA,2.6539722791814,1,12,Product_Name_167,Person_Name_4,2017,Q1,1,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
1475,EMEA,2.5763839095456644,1,12,Product_Name_167,Person_Name_4,2017,Q1,0,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
1476,EMEA,2.4376873544725077,1,12,Product_Name_79,Person_Name_4,2017,Q1,0,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
1498,EMEA,2.7201716122945236,0,3,Product_Name_201,Person_Name_4,2017,Q1,1,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
1544,EMEA,2.774610786933671,0,3,Product_Name_128,Person_Name_4,2017,Q1,1,1,0,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
1605,EMEA,2.7248131726145166,0,3,Product_Name_201,Person_Name_4,2017,Q1,1,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
1606,EMEA,2.7514476183816505,0,3,Product_Name_201,Person_Name_4,2017,Q1,1,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
1607,EMEA,2.605651351078582,0,3,Product_Name_217,Person_Name_4,2017,Q1,1,1,1,2.496125629200764,2.567572549345758,2.633426216453155,2.051935567099736
4834,Americas,2.9662034397623747,0,2,Other,Person_Name_4,2017,Q1,0,1,0,2.553548575227325,2.567572549345758,2.633426216453155,2.051935567099736
158,EMEA,2.384085533761558,0,1,Product_Name_363,Person_Name_4,2017,Q2,0,1,1,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
168,EMEA,2.8790731578717694,0,1,Product_Name_171,Person_Name_4,2017,Q2,0,1,0,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
175,EMEA,2.8437535441101263,0,1,Product_Name_171,Person_Name_4,2017,Q2,1,1,0,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
176,EMEA,2.8370734823962866,0,1,Product_Name_99,Person_Name_4,2017,Q2,1,1,0,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
198,EMEA,2.73865603280648,0,1,Product_Name_168,Person_Name_4,2017,Q2,0,1,0,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
208,EMEA,2.7027844287184393,0,1,Product_Name_209,Person_Name_4,2017,Q2,0,1,1,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
209,EMEA,2.6987538357483305,0,1,Product_Name_111,Person_Name_4,2017,Q2,0,0,1,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
210,EMEA,2.7418481189982273,0,1,Product_Name_107,Person_Name_4,2017,Q2,0,0,0,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
234,EMEA,2.949286727286233,0,2,Product_Name_109,Person_Name_4,2017,Q2,1,1,0,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
239,EMEA,2.9500008516127654,0,2,Product_Name_325,Person_Name_4,2017,Q2,1,1,0,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
245,EMEA,2.8900336077896673,0,2,Product_Name_99,Person_Name_4,2017,Q2,0,1,0,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
263,EMEA,2.7443785798756366,0,2,Product_Name_201,Person_Name_4,2017,Q2,1,1,1,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
264,EMEA,2.7797232464813377,0,2,Product_Name_201,Person_Name_4,2017,Q2,1,1,1,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
265,EMEA,2.7951983740315507,0,2,Product_Name_202,Person_Name_4,2017,Q2,1,1,1,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
281,EMEA,2.731246014598985,0,2,Product_Name_197,Person_Name_4,2017,Q2,0,0,1,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
283,EMEA,2.8907998689773615,0,2,Product_Name_213,Person_Name_4,2017,Q2,1,1,0,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
288,EMEA,2.907561212602156,0,2,Product_Name_170,Person_Name_4,2017,Q2,0,1,0,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
306,EMEA,2.2224792483578795,0,2,Product_Name_209,Person_Name_4,2017,Q2,1,1,1,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
330,EMEA,2.706451647078978,0,2,Product_Name_192,Person_Name_4,2017,Q2,1,1,1,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
331,EMEA,2.706451647078978,0,2,Product_Name_192,Person_Name_4,2017,Q2,1,1,1,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
334,EMEA,2.6590625739319367,0,2,Product_Name_192,Person_Name_4,2017,Q2,1,1,1,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
335,EMEA,2.7516962378789493,0,2,Product_Name_168,Person_Name_4,2017,Q2,1,1,1,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
336,EMEA,2.7516962378789493,0,2,Product_Name_168,Person_Name_4,2017,Q2,1,1,1,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
337,EMEA,2.7516962378789493,0,2,Product_Name_168,Person_Name_4,2017,Q2,1,1,1,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
338,EMEA,2.706451647078978,0,2,Product_Name_192,Person_Name_4,2017,Q2,1,1,1,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
339,EMEA,2.6590625739319367,0,2,Product_Name_192,Person_Name_4,2017,Q2,1,1,1,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
340,EMEA,2.6590625739319367,0,2,Product_Name_192,Person_Name_4,2017,Q2,1,1,1,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
348,EMEA,2.725710844565912,0,2,Product_Name_201,Person_Name_4,2017,Q2,0,1,1,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
349,EMEA,2.698862223975537,0,2,Product_Name_162,Person_Name_4,2017,Q2,1,1,0,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
376,EMEA,2.8501276063613403,0,2,Product_Name_131,Person_Name_4,2017,Q2,1,1,0,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
396,EMEA,2.6697507774330544,0,2,Product_Name_100,Person_Name_4,2017,Q2,0,0,0,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
403,EMEA,2.7456815396546537,0,2,Product_Name_107,Person_Name_4,2017,Q2,0,0,0,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
448,EMEA,2.7016773511236414,0,3,Product_Name_226,Person_Name_4,2017,Q2,1,1,1,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
617,EMEA,2.5993421586190353,1,3,Product_Name_134,Person_Name_4,2017,Q2,1,1,0,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
618,EMEA,2.6026310591825217,1,3,Product_Name_153,Person_Name_4,2017,Q2,1,1,0,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
779,EMEA,2.889147501298144,1,5,Product_Name_99,Person_Name_4,2017,Q2,1,1,1,2.4867979215085256,2.5274416188947453,2.567572549345758,2.098934676994719
